,id,manufacturer,company_location,year_reviewed,bar_name,cocoa_percent,rating
368,1606,Cacao Arabuco,Puerto Rico,2015,Puerto Rico,70.0,2.5
369,600,Cacao Atlanta,U.S.A.,2010,Patanemo,75.0,2.25
370,502,Cacao Atlanta,U.S.A.,2010,"Dominican Republic, ""Love Bar""",75.0,2.5
371,502,Cacao Atlanta,U.S.A.,2010,Dominican Republic w/ nibs,75.0,2.75
372,1215,Cacao Atlanta,U.S.A.,2014,Tumbes,75.0,2.5
373,141,Cacao Barry,France,2007,Venezuela,72.0,2.0
374,147,Cacao Barry,France,2007,Mexico,66.0,3.0
375,300,Cacao Barry,France,2008,Tanzania,75.0,2.0
376,586,Cacao Barry,France,2010,Santo Domingo,70.0,3.0
377,1716,Cacao Barry,France,2016,Grand 'Anse,65.0,3.5
378,2226,Cacao Betulia,Switzerland,2018,"H. Betulia, Antioquia, B8",72.0,2.5
379,2230,Cacao Betulia,Switzerland,2018,"H. Betulia, Antioquia, B9",72.0,3.0
380,2226,Cacao Betulia,Switzerland,2018,"H. Betulia, Antioquia, B6",72.0,3.75
381,1391,Cacao de Origen,Venezuela,2014,"Agua Fria; Sucre region, H. La Trinidad",75.0,2.5
382,1391,Cacao de Origen,Venezuela,2014,"Macuare; Miranda; Chloe formula, H. La Trinidad",74.0,3.25
383,1391,Cacao de Origen,Venezuela,2014,"Chuao, Aragua region, H. La Trinidad",75.0,3.5
384,1395,Cacao de Origen,Venezuela,2014,"Chuao, Aragua region, H. La Trinidad",70.0,3.75
385,1668,Cacao de Origen,Venezuela,2015,Hacienda la Trinidad,74.0,3.25
386,1692,Cacao de Origen,Venezuela,2015,Rio Caribe,75.0,3.25
387,1688,Cacao de Origen,Venezuela,2015,Chuao,77.0,3.5
388,2238,Cacao de Origen,Venezuela,2018,Carupano Pintao,75.0,2.75
389,2278,Cacao de Origen,Venezuela,2019,"Barlovento, Familia Rojas",75.0,2.5
390,2278,Cacao de Origen,Venezuela,2019,Canoabo,70.0,3.0
391,2076,Cacao Gonzales,U.S.A.,2018,Chuao,70.0,3.0
392,1434,Cacao Hunters,Colombia,2014,"Boyaca, Aprocampa Coop, Pauna",69.0,2.75
393,1434,Cacao Hunters,Colombia,2014,Arauca,70.0,3.25
394,1430,Cacao Hunters,Colombia,2014,Sierra Nevada,64.0,3.5
395,1430,Cacao Hunters,Colombia,2014,Tumaco,70.0,3.5
396,1662,Cacao Hunters,Colombia,2015,Arhuacos,72.0,3.75
397,1816,Cacao Hunters,Colombia,2016,Macondo,71.0,3.75
398,1816,Cacao Hunters,Colombia,2016,Perla Negra,74.0,3.75
399,1860,Cacao Market,U.S.A.,2016,"Jutiapa, lot 050916D",70.0,3.5
400,641,Cacao Prieto,U.S.A.,2011,"Dominican Republicm, rustic",72.0,3.0
401,647,Cacao Prieto,U.S.A.,2011,"Dominican Republic, rustic",65.0,3.25
402,641,Cacao Prieto,U.S.A.,2011,Dominican Republic,66.0,3.75
403,991,Cacao Prieto,U.S.A.,2012,"Criollo, Dominican Republic",72.0,3.75
404,336,Cacao Sampaka,Spain,2009,"Porcelana, Tabasco, La Joya",70.0,4.0
405,346,Cacao Sampaka,Spain,2009,"Xoconusco, Chiapas, cacao Real",70.0,4.0
406,537,Cacao Sampaka,Spain,2010,Grenada,71.0,3.25
407,508,Cacao Sampaka,Spain,2010,Madagascar,71.0,3.5
408,537,Cacao Sampaka,Spain,2010,Venezuela,71.0,3.5
409,537,Cacao Sampaka,Spain,2010,Venezuela,77.0,3.5
410,523,Cacao Sampaka,Spain,2010,Ecuador,71.0,3.75
411,523,Cacao Sampaka,Spain,2010,Papua,71.0,4.0
412,1908,Cacao Sampaka,Spain,2016,"Mahali, Kasai",70.0,3.5
413,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,"Zorzal Reserve, Hispaniola, batch 239",72.0,2.75
414,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ucayali,72.0,2.75
415,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Costa Esmeraldas,72.0,3.0
416,1684,Cacao Store,Japan,2015,Madagascar,70.0,3.0
417,1684,Cacao Store,Japan,2015,Peru,70.0,3.25
418,1684,Cacao Store,Japan,2015,Vietnam,70.0,3.5
419,2084,Cacaodada,South Korea,2018,Ghana,70.0,3.0
420,2084,Cacaodada,South Korea,2018,Dominican Republic,70.0,3.25
421,2084,Cacaodada,South Korea,2018,Ecuador,70.0,3.5
422,2610,Cacaosuyo,Peru,2021,Chuncho-Cuzco,70.0,3.5
423,2614,Cacaosuyo,Peru,2021,"Lakuna, Amazonas, silvestre",70.0,3.5
424,2614,Cacaosuyo,Peru,2021,Cuzco,80.0,3.5
425,2610,Cacaosuyo,Peru,2021,Piura Select,70.0,4.0
426,259,Cacaoyere (Ecuatoriana),Ecuador,2008,Pichincha,91.0,1.5
427,245,Cacaoyere (Ecuatoriana),Ecuador,2008,Bolivar,82.0,2.5
428,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Amazonia,63.0,3.5
429,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Esmeraldas,71.0,3.5
430,141,Callebaut,Belgium,2007,Baking,70.0,1.0
431,296,Callebaut,Belgium,2008,Grenade,60.0,2.75
432,749,C-Amaro,Italy,2011,Sao Tome,78.0,2.25
433,765,C-Amaro,Italy,2011,Trinidad,70.0,2.5
434,809,C-Amaro,Italy,2012,Venezuela,80.0,3.0
435,1185,C-Amaro,Italy,2013,Ecuador,100.0,3.5
436,1442,C-Amaro,Italy,2014,Cuba,75.0,2.5
437,1442,C-Amaro,Italy,2014,Dominican Republic,72.0,3.0
438,1442,C-Amaro,Italy,2014,"Lago di Como, Blu",70.0,3.5
439,1804,Cao,U.S.A.,2016,Porcelana,75.0,2.5
440,1804,Cao,U.S.A.,2016,Tanzania,73.0,2.75
441,1804,Cao,U.S.A.,2016,"Porcelana, Batch 5163",70.0,3.0
442,1808,Cao,U.S.A.,2016,Bolivia,75.0,3.0
443,1808,Cao,U.S.A.,2016,Brazil,70.0,3.25
444,2558,Caofiori,Colombia,2021,Arauca,70.0,3.25
445,2558,Caofiori,Colombia,2021,Tumaco,70.0,3.25
446,2558,Caofiori,Colombia,2021,Choco,70.0,3.5
447,2558,Caofiori,Colombia,2021,Meta,70.0,3.75
448,237,Caoni (Tulicorp),Ecuador,2008,Esmeraldas,77.0,2.0
449,237,Caoni (Tulicorp),Ecuador,2008,Manabi,77.0,2.5
450,245,Caoni (Tulicorp),Ecuador,2008,Los Rios,77.0,2.75
451,266,Caoni (Tulicorp),Ecuador,2008,Manabi,55.0,3.0
452,269,Caoni (Tulicorp),Ecuador,2008,Los Rios,55.0,3.25
453,269,Caoni (Tulicorp),Ecuador,2008,Esmeraldas,55.0,3.5
454,1263,Captain Pembleton,New Zealand,2014,"Saidor Estate, Madang P.",70.0,3.5
455,1263,Captain Pembleton,New Zealand,2014,Kulili Estate,70.0,3.75
456,2626,CAR Artisan,U.S.A.,2021,"La Colonia, batch 5",70.0,3.0
457,2626,CAR Artisan,U.S.A.,2021,"Kokoa Kamili, batch 9",70.0,3.25
458,2630,CAR Artisan,U.S.A.,2021,"Ucayali, batch 12",70.0,3.25
459,2630,CAR Artisan,U.S.A.,2021,"Soconusco, batch 2",70.0,3.25
460,845,Caribeans,Costa Rica,2012,Costa Rica,80.0,2.75
461,841,Caribeans,Costa Rica,2012,Costa Rica,72.0,3.0
462,1586,Caribeans,Costa Rica,2015,"Talamanca, Raul-Kekoldo community",72.0,3.25
463,1582,Caribeans,Costa Rica,2015,"Antigua, Special Reserve",72.0,3.5
464,1586,Caribeans,Costa Rica,2015,Anselmo Paraiso Estate,72.0,3.5
465,1884,Carlotta Chocolat,Colombia,2016,Arauca,65.0,3.0
466,1888,Carlotta Chocolat,Colombia,2016,Tumaco,65.0,3.25
467,1888,Carlotta Chocolat,Colombia,2016,Cordoba,65.0,3.25
468,1888,Carlotta Chocolat,Colombia,2016,Huila,65.0,3.5
469,1888,Carlotta Chocolat,Colombia,2016,"Cesar, CCN51",65.0,3.5
470,2154,Casa,U.S.A.,2018,"Ecuador, Vietnam",75.0,2.0
471,2394,Casa Lasevicius,Brazil,2019,"Fazenda Camboa, Bahia, 2018",71.0,3.0
472,2402,Casa Lasevicius,Brazil,2019,"Amazon Forest, 2018",65.0,3.25
473,1105,Castronovo,U.S.A.,2013,"San Martin, batch 155",70.0,2.5
474,1153,Castronovo,U.S.A.,2013,"Tumbes, batch 176",70.0,2.75
475,1101,Castronovo,U.S.A.,2013,"Bolivia, batch 166",70.0,3.0
476,1153,Castronovo,U.S.A.,2013,"Guaniamo, batch 173",72.0,3.0
477,1105,Castronovo,U.S.A.,2013,"Guaniamo, Amazonas, batch 159",70.0,3.25
478,1109,Castronovo,U.S.A.,2013,"Nicaragua, batch 164",72.0,3.25
479,1101,Castronovo,U.S.A.,2013,"Conacado, batch 161",73.0,3.5
480,1407,Castronovo,U.S.A.,2014,Elvesia P.,70.0,2.75
481,1347,Castronovo,U.S.A.,2014,"Sierra Nevada, batch 1",72.0,3.5
482,1371,Castronovo,U.S.A.,2014,"Arauca, batch 280",76.0,3.5
483,1570,Castronovo,U.S.A.,2015,"the lost city, gracias a dias, batch 362",72.0,3.5
484,1574,Castronovo,U.S.A.,2015,"Piaroa, Amazonas, Batch 350",72.0,3.5
485,1570,Castronovo,U.S.A.,2015,"Duarte, Batch 360",70.0,3.75
486,1724,Castronovo,U.S.A.,2016,"Maya Mtn, Batch 454, Heirloom",72.0,4.0
487,1956,Castronovo,U.S.A.,2017,"Patanemo, batch 539",70.0,3.25
488,2354,Castronovo,U.S.A.,2019,Puerto Rico,70.0,3.5
489,2314,Castronovo,U.S.A.,2019,"Xoconusco, criollo, batch 834",70.0,3.75
490,2554,Castronovo,U.S.A.,2021,"Valle de Los Rios, batch 990",70.0,4.0
491,2688,Castronovo,U.S.A.,2021,"Chuao, batch 1089",72.0,4.0
492,1247,Cello,U.S.A.,2014,Ecuador,70.0,2.5
493,1247,Cello,U.S.A.,2014,Peru,70.0,2.75
494,1251,Cello,U.S.A.,2014,Venezuela,70.0,2.75
495,1251,Cello,U.S.A.,2014,Bolivia,70.0,3.0
496,404,Cemoi,France,2009,Equateur,72.0,2.75
497,1426,Chaleur B,Canada,2014,Uganda,70.0,2.75
498,2672,Chaleur B,Canada,2021,"Ambanja, Sambirano Valley",70.0,3.0
499,2676,Chaleur B,Canada,2021,Maya Mountain,70.0,3.0
500,2676,Chaleur B,Canada,2021,"Maranon, nano-lot #709, bar# 371",72.0,3.25
501,2028,Chapon,France,2017,"Beni, Cru Sauvage",74.0,3.0
502,2238,Chapon,France,2018,"San Esteban (Chloe, Maria, Patrice)",68.0,3.5
503,1900,Charm School,U.S.A.,2016,Maya Mtn,70.0,3.25
504,252,Chchukululu (Tulicorp),Ecuador,2008,Los Rios,75.0,3.0
505,486,Chchukululu (Tulicorp),Ecuador,2010,Arriba,55.0,2.75
506,1235,Chequessett,U.S.A.,2014,la Amistad,70.0,3.5
507,2202,Chequessett,U.S.A.,2018,Ucayali River,72.0,3.0
508,2422,Chequessett,U.S.A.,2019,Costa Esmeraldas,72.0,3.5
509,2668,Chequessett,U.S.A.,2021,Tumaco Narino,83.0,3.25
510,2668,Chequessett,U.S.A.,2021,"Dominican Republic, ""Provincetown Dark""",69.0,3.25
511,672,Chloe Chocolat,France,2011,Blend No. 1,70.0,3.5
512,1454,Chocablog,U.K.,2015,Ecuador,70.0,3.25
513,1407,Choco Del Sol,Germany,2014,Maya Mountain w/ nibs,75.0,3.0
514,1407,Choco Del Sol,Germany,2014,Maya Mountain,82.0,3.25
515,1696,Choco Dong,South Korea,2015,"Mekong Delta, early 2014 Harvest",70.0,2.75
516,1696,Choco Dong,South Korea,2015,"Tawau, Oct. 2015 Harvest",70.0,3.5
517,2298,Chococard (Lapos),Hungary,2019,La Dalia,72.0,2.5
518,2298,Chococard (Lapos),Hungary,2019,Zorzal,71.0,3.25
519,1482,Chocolarder,U.K.,2015,"Peru, batch C7",65.0,2.5
520,1514,Chocolarder,U.K.,2015,"Dominican Republic, batch 5",80.0,2.5
521,1482,Chocolarder,U.K.,2015,"Peru + nibs, batch C6",65.0,2.75
522,2442,Chocolarder,U.K.,2019,"Ottange Farm, Mava P., Ramena River, Sambirano",74.0,3.0
523,647,Chocola'te,U.S.A.,2011,Madagascar,70.0,3.75
524,647,Chocola'te,U.S.A.,2011,Venezuela,68.0,3.75
525,1772,Chocolate Alchemist-Philly,U.S.A.,2016,"Tumbes, ""Zarumilla""",90.0,2.5
526,1772,Chocolate Alchemist-Philly,U.S.A.,2016,"Philly Blend, 5 plantations",80.0,2.5
527,1760,Chocolate Con Amor,U.S.A.,2016,Wild Bolivian,70.0,2.5
528,1760,Chocolate Con Amor,U.S.A.,2016,Uganda,70.0,2.75
529,1768,Chocolate Con Amor,U.S.A.,2016,Nicaragua,80.0,2.75
530,1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,60.0,3.0
531,1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,75.0,3.0
532,1764,Chocolate Con Amor,U.S.A.,2016,Ocumare,80.0,3.0
533,1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,70.0,3.25
534,1259,Chocolate Conspiracy,U.S.A.,2014,Peru,74.0,2.75
535,1530,Chocolate Makers,Amsterdam,2015,Tres Hombres,75.0,3.25
536,1530,Chocolate Makers,Amsterdam,2015,"Congo, Gorilla bar",68.0,3.5
537,1530,Chocolate Makers,Amsterdam,2015,"Peru, Awagum bar",80.0,3.75
538,919,Chocolate Tree,Scotland,2012,Ecuador,82.0,2.5
539,919,Chocolate Tree,Scotland,2012,Peru,68.0,2.75
540,919,Chocolate Tree,Scotland,2012,Madagascar,72.0,3.25
541,1121,Chocolate Tree,Scotland,2013,Peru,70.0,3.75
542,1582,Chocolate Tree,Scotland,2015,Maranon,69.0,3.75
543,1582,Chocolate Tree,Scotland,2015,Carenero Superior,80.0,3.75
544,2700,Chocolate Tree,Scotland,2021,Chuao,70.0,2.75
545,2134,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Zorzal,72.0,3.25
546,2294,Chocolatoa,Belgium,2019,"Idukki Hills, GoGround, batch 0089",70.0,3.0
547,1219,Chocolats Privilege,Canada,2014,Xoconusco,70.0,2.5
548,2080,Chocolibrium,U.S.A.,2018,"Anamalai, Tamil Nadu",63.0,2.5
549,2080,Chocolibrium,U.S.A.,2018,"Monte Grande Plantation, Coatepeque",76.0,2.75
550,2080,Chocolibrium,U.S.A.,2018,Ucayali,70.0,2.75
551,1454,ChocoReko,Japan,2015,Patanemo,77.0,3.0
552,682,Chocosol,Canada,2011,"Chiapas, Lacandon Jungle, Oaxacom Mtn",65.0,3.25
553,1832,Chocosol,Canada,2016,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75.0,3.25
554,2594,Chocotenango,U.S.A.,2021,"Chivite, Cahabon River",70.0,3.25
555,2598,Chocotenango,U.S.A.,2021,Duarte,73.0,3.25
556,2594,Chocotenango,U.S.A.,2021,"Maya Mountain, Toledo",70.0,3.5
557,117,Chocovic,Spain,2007,"Bolivar, Guaranda",71.0,2.5
558,117,Chocovic,Spain,2007,Guyave,71.0,2.5
559,117,Chocovic,Spain,2007,Maragda,70.0,3.0
560,209,Chocovic,Spain,2008,Ocumare,71.0,3.5
561,439,Chocovic,Spain,2009,Kendari,60.0,3.25
562,439,Chocovic,Spain,2009,Tarakan,75.0,3.25
563,478,Chocovic,Spain,2010,Xoconusco,71.0,3.25
564,478,Chocovic,Spain,2010,Sambirano,71.0,3.5
565,1522,Chocovivo,U.S.A.,2015,Tabasco,65.0,2.5
566,1522,Chocovivo,U.S.A.,2015,Tabasco,75.0,2.5
567,377,Choklat,Canada,2009,Ocumare,80.0,2.5
568,377,Choklat,Canada,2009,"Porcelana, Tabasco",70.0,2.75
569,377,Choklat,Canada,2009,Brazilian,70.0,3.0
570,377,Choklat,Canada,2009,Brazilian,80.0,3.0
571,377,Choklat,Canada,2009,Ocumare,70.0,3.0
572,2534,Chokola,U.S.A.,2020,"Verapaz, 2017 harvest, Batch 14",70.0,3.5
573,2514,Chokola,U.S.A.,2020,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75.0,3.75
574,2534,Chokola,U.S.A.,2020,"Maya Mountain, 2017 harvest, Batch 11",70.0,3.75
575,2514,Chokola,U.S.A.,2020,"Bejofo, 2019 H., Batch 20",67.0,4.0
576,2638,Chokola,U.S.A.,2021,"Kokoa Kamili, harvest 2018",75.0,3.5
577,2638,Chokola,U.S.A.,2021,"Wild Tranquilidad, harvest 2018, batch 9",75.0,3.75
578,1149,Chokolat Elot (Girard),Martinique,2013,Guadeloupe,42.0,2.75
579,2250,Christophe Toury,U.S.A.,2018,"Ucayali, batch 1",70.0,2.75
580,2226,Christopher Elbow,U.S.A.,2018,Ucayali,75.0,3.75
581,2314,Christopher Elbow,U.S.A.,2019,"Vietnam, Marou 2017 harvest",72.0,3.0
582,2310,Christopher Elbow,U.S.A.,2019,"Hacienda Azul, 2017 harvest",70.0,3.25
583,2310,Christopher Elbow,U.S.A.,2019,"Camino Verde, 2017 harvest",73.0,3.5
584,2310,Christopher Elbow,U.S.A.,2019,"Kokoa Kamili, 2017 harvest",72.0,3.5
585,2306,Christopher Elbow,U.S.A.,2019,Oko Caribe,72.0,3.75
586,2310,Christopher Elbow,U.S.A.,2019,"Fazenda Camboa, 2017 harvest",70.0,4.0
587,666,Christopher Morel (Felchlin),Canada,2011,"Maranon Canyon, Fortunato No. 4",68.0,3.75
588,445,Chuao Chocolatier,U.S.A.,2009,Choroni,61.0,3.0
589,486,Chuao Chocolatier (Pralus),U.S.A.,2010,Chuao,77.0,2.75
590,252,Claudio Corallo,Sao Tome,2008,"Principe, Sao Tome & Principe",100.0,1.0
591,209,Claudio Corallo,Sao Tome,2008,Terreiro Velho P. w/ sugar crystals,80.0,3.0
592,227,Claudio Corallo,Sao Tome,2008,"Terreiro Velho P., Sao Tome & Principe",75.0,3.75
593,470,Claudio Corallo,Sao Tome,2010,"Terreiro Velho P., Sao Tome & Principe",73.5,3.75
594,2630,Cleveland Chocolate Company,U.S.A.,2021,Oko Caribe,70.0,3.5
595,2630,Cleveland Chocolate Company,U.S.A.,2021,Pisa,79.0,3.5
596,1486,Cloudforest,U.S.A.,2015,"Camino Verde P., Balao, Guayas, 2014, batch 1",73.0,3.5
597,2474,Coco,Canada,2020,Ucayali,70.0,3.5
598,2402,Cocoa Carib,St. Lucia,2019,St. Lucia,70.0,2.25
599,2606,Cocoa Forge,U.S.A.,2021,"Maranon, batch 244PEmaD",68.0,3.0
600,2606,Cocoa Forge,U.S.A.,2021,"Sambirano, batch 236MAsaD77",77.0,3.25
601,2606,Cocoa Forge,U.S.A.,2021,"Tumaco, batch 227COtm",70.0,3.25
602,292,Compania de Chocolate (Salgado),Argentina,2008,Carenero Superior,80.0,2.75
603,296,Compania de Chocolate (Salgado),Argentina,2008,Esmeraldas,88.0,2.75
604,292,Compania de Chocolate (Salgado),Argentina,2008,Moxos,72.0,3.25
605,292,Compania de Chocolate (Salgado),Argentina,2008,Ocumare,70.0,3.75
606,579,Compania de Chocolate (Salgado),Argentina,2010,Sur del Lago,70.0,3.25
607,1630,Condor,U.S.A.,2015,Camino Verde,76.0,3.5
608,1916,Confluence,U.S.A.,2016,"Tien Giang, 2015, batch 10-2-16",78.0,2.75
609,2688,Conjure,U.S.A.,2021,Malah Na Bulong,70.0,2.5
610,2688,Conjure,U.S.A.,2021,"Ivory Coast, Rainforest Alliance, batch 7",70.0,2.5
611,2684,Conjure,U.S.A.,2021,Ucayali,68.0,3.25
612,2688,Conjure,U.S.A.,2021,Kokoa Kamili,75.0,3.5
613,196,Coppeneur,Germany,2007,"Sambirano, Menava P.",72.0,3.0
614,220,Coppeneur,Germany,2008,"Porcelana, Tabasco, Mexico",72.0,3.0
615,220,Coppeneur,Germany,2008,"Porcelana, Venezuela",72.0,3.0
616,341,Coppeneur,Germany,2009,"Porcelana, Apotequil",72.0,3.0
617,445,Coppeneur,Germany,2009,"Porcelana, Apotequil",62.0,3.25
618,451,Coppeneur,Germany,2009,Chuao 100hr,70.0,3.5
619,451,Coppeneur,Germany,2009,Chuao 70hr,70.0,3.75
620,558,Coppeneur,Germany,2010,"Los Rios, H. Iara",72.0,2.5
621,478,Coppeneur,Germany,2010,Chuao,70.0,3.0
622,558,Coppeneur,Germany,2010,Trinidad,72.0,3.0
623,470,Coppeneur,Germany,2010,Grenada,72.0,3.25
624,558,Coppeneur,Germany,2010,Jamaica,72.0,3.25
625,558,Coppeneur,Germany,2010,Ocumare 61,72.0,3.25
626,817,Coppeneur,Germany,2012,Ecuador Puristique,100.0,1.5
627,813,Coppeneur,Germany,2012,Ghana Puristique,85.0,3.5
628,959,Coppeneur,Germany,2012,Madagascar,70.0,3.5
629,821,Coppeneur,Germany,2012,"Uba Budo, Sao Tome & Principe",72.0,3.75
630,1169,Coppeneur,Germany,2013,"Ecuador, Puristique",65.0,3.25
631,1984,Coppeneur,Germany,2017,Ghana,75.0,3.75
632,48,Cote d' Or (Kraft),Belgium,2006,Sensations Intense,70.0,1.0
633,971,Cravve,Australia,2012,"Tanzania, batch a1",75.0,3.25
634,975,Cravve,Australia,2012,"Bahia, batch a1213",65.0,3.25
635,975,Cravve,Australia,2012,"Namau Village, N. Taileva P., batch a2812",67.0,3.25
636,975,Cravve,Australia,2012,"Vanuatu, batch 2410",64.0,3.25
637,975,Cravve,Australia,2012,"Djual Island, batch 1712",75.0,3.5
638,1283,Cravve,Australia,2014,"New Ireland, batch 1702",70.0,2.5
639,1335,Cravve,Australia,2014,"Vanuatu, batch 2410",83.0,2.75
640,1736,Creo,U.S.A.,2016,"""heirloom"", Arriba Nacional",85.0,3.25
641,1736,Creo,U.S.A.,2016,"""heirloom"", Arriba Nacional",73.0,3.75
642,2466,Crow and Moss,U.S.A.,2020,"Zorzal, batch 40",70.0,3.25
643,2466,Crow and Moss,U.S.A.,2020,"Aruaca, batch 39",70.0,3.25
644,2502,Crow and Moss,U.S.A.,2020,"Camino Verde, batch 84",70.0,3.25
645,2466,Crow and Moss,U.S.A.,2020,"Wampusirpi, batch 41",70.0,3.5
646,2656,Crow and Moss,U.S.A.,2021,"Anamalai, Pollachi City, batch 148",70.0,3.75
647,2526,Cultura,U.S.A.,2020,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70.0,3.25
648,2522,Cultura,U.S.A.,2020,"Pisa, 2020 harvest, batch 20111",70.0,3.5
649,2522,Cultura,U.S.A.,2020,"Maya Mountain, 2020 harvest, batch 20107",75.0,3.5
650,2526,Cultura,U.S.A.,2020,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70.0,3.5
651,2622,Cuna de Piedra,Mexico,2021,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73.0,3.75
652,785,Daintree,Australia,2011,"Daintree Estates, N. Queensland",70.0,3.25
653,1654,Daintree,Australia,2015,Goodman Estate,70.0,2.75
654,1928,Dalloway,U.S.A.,2017,"Dominican Republic, batch 7",72.0,2.75
655,1666,Damson,U.K.,2015,Crayfish Bay aka Non Pariel Estate,70.0,2.25
656,1666,Damson,U.K.,2015,O'Payo,70.0,2.75
657,1610,Damson,U.K.,2015,Robson Estate,70.0,3.0
658,1610,Damson,U.K.,2015,Los Rios,70.0,3.5
659,2064,Damson,U.K.,2018,"Angel Bar, Nicaragua, Madagascar",65.0,2.5
660,2574,Dancing Lion,U.S.A.,2021,"Puerto Rico, collab w/ USDA (Juan Echevarria)",68.0,2.5
661,2574,Dancing Lion,U.S.A.,2021,Anamalai,72.0,3.0
662,2574,Dancing Lion,U.S.A.,2021,"Ucayali, collab w/ USAID & Alanzo Cacao",72.0,3.5
663,805,Dandelion,U.S.A.,2012,Upala,70.0,3.0
664,805,Dandelion,U.S.A.,2012,Colombian,70.0,3.25
665,915,Dandelion,U.S.A.,2012,"Elvesia, 2011",70.0,3.75
666,1026,Dandelion,U.S.A.,2013,"Cumboto, farmer Jose Lugo, batch 1",70.0,2.75
667,1026,Dandelion,U.S.A.,2013,"Patanemo, batch 3",70.0,3.25
668,1085,Dandelion,U.S.A.,2013,"Mantuano, 2012, batch 1",70.0,3.5
669,1153,Dandelion,U.S.A.,2013,"Papua New Guinea, batch 1",70.0,3.5
670,1303,Dandelion,U.S.A.,2014,Buto,70.0,2.75
671,1219,Dandelion,U.S.A.,2014,Maya Mountain,70.0,3.5
672,1295,Dandelion,U.S.A.,2014,"Camino Verde P., Balao, Guayas, 2013",70.0,3.5
673,1387,Dandelion,U.S.A.,2014,"San Francisco de Macoris, Cibao region",70.0,3.75
674,1446,Dandelion,U.S.A.,2015,"Maya Mtn., Break Bar- Snark",70.0,3.0
675,1816,Dandelion,U.S.A.,2016,"Zorzal Reserva, 2015 H., Kerchner",70.0,3.75
676,2024,Dandelion,U.S.A.,2017,"Hacienda Azul, 2016 Harvest",70.0,3.0
677,2178,Dandelion,U.S.A.,2018,"Gola Rainforest, 2017 harvest",70.0,3.0
678,2178,Dandelion,U.S.A.,2018,"WAMPU, La Mosquitia, 2017 harvest",70.0,3.25
679,2178,Dandelion,U.S.A.,2018,"Anamalai, 2017 harvest",70.0,3.5
680,2386,Dandelion,U.S.A.,2019,"Ben Tre, 2018 Harvest",70.0,3.5
681,2602,Dandelion,U.S.A.,2021,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70.0,2.75
682,2602,Dandelion,U.S.A.,2021,"Anamalai, 2018 H., batch 1",70.0,2.75
683,2550,Dandelion,U.S.A.,2021,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70.0,3.25
684,2602,Dandelion,U.S.A.,2021,"Anamalai, 2019 H., batch 1, nutmeg fermentation",70.0,3.25
685,2546,Dandelion,U.S.A.,2021,"Kokoa Kamili, 2017 h., batch 2",70.0,3.5
686,2550,Dandelion,U.S.A.,2021,"Zorzal Estate, 2016 h., batch 1",70.0,3.5
687,2546,Dandelion,U.S.A.,2021,"Vale Potumuju, 2019 h., batch 1",70.0,4.0
688,654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,70.0,3.25
689,654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,70.0,3.25
690,654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,70.0,3.25
691,2550,Dandelion (Japan),U.S.A.,2021,"Zorzal Estate, 2017 h.",70.0,3.0
692,423,Danta,Guatemala,2009,Las Acacias E.,75.0,3.0
693,423,Danta,Guatemala,2009,Las Acacias E.,60.0,3.25
694,661,Danta,Guatemala,2011,Los Ujuxtes,60.0,3.5
695,987,Danta,Guatemala,2012,Chuao,75.0,3.0
696,991,Danta,Guatemala,2012,"Oscuro, Finca Chimelb",70.0,3.25
697,987,Danta,Guatemala,2012,Los Ujuxtes,70.0,3.75
698,987,Danta,Guatemala,2012,Sambirano,70.0,3.75
699,987,Danta,Guatemala,2012,Las Acacias E.,70.0,4.0
700,1223,Danta,Guatemala,2014,Los Ujuxtes,82.0,3.25
701,1920,DAR,U.S.A.,2016,"Venezuela, batch 122",72.0,2.75
702,1920,DAR,U.S.A.,2016,Vietnam,72.0,3.0
703,1920,DAR,U.S.A.,2016,"DUO, batch 002, Ecuador, Costa Rica",70.0,3.25
704,2342,Darcis,Belgium,2019,Piura,72.0,3.0
705,2342,Darcis,Belgium,2019,Mekong Delta,70.0,3.25
706,1550,Dark Forest,U.S.A.,2015,Madagascar,70.0,3.0
707,1554,Dark Forest,U.S.A.,2015,Tanzania,70.0,3.0
708,1550,Dark Forest,U.S.A.,2015,Ocumare,70.0,3.25
